bgc_id,name,baseline,status_rescan,curve,classes,n_classes
BGC0002749,aspcandine,skip_element,skip_element,heteroatom,N_incorporation,1
BGC0002904,fumonisin B2,skip_element,skip_element,heteroatom,N_incorporation,1
BGC0002980,sphingofungin B,skip_element,skip_element,heteroatom,N_incorporation,1
BGC0002993,Oxopyrrolidine A,skip_element,skip_element,heteroatom,N_incorporation,1
BGC0003017,Macrollin A,skip_element,skip_element,heteroatom,N_incorporation,1
BGC0003145,macrophasetin A,skip_element,skip_element,heteroatom,N_incorporation,1
BGC0003147,Taslactam C,skip_element,skip_element,heteroatom,N_incorporation,1
BGC0003149,Taslactam D,skip_element,skip_element,heteroatom,N_incorporation,1
BGC0003154,cyclopiazonic acid,skip_element,skip_element,heteroatom,N_incorporation,1
BGC0000070,griseofulvin,skip_element,skip_element,heteroatom,halogenation,1
BGC0000121,Pestheic Acid,skip_element,skip_element,heteroatom,halogenation,1
BGC0000134,radicicol,skip_element,skip_element,heteroatom,halogenation,1
BGC0001405,chaetoviridin E,skip_element,skip_element,heteroatom,halogenation,1
BGC0001544,chlorflavonin,skip_element,skip_element,heteroatom,halogenation,1
BGC0001923,ascochlorin,skip_element,skip_element,heteroatom,halogenation,1
BGC0002187,monorden D,skip_element,skip_element,heteroatom,halogenation,1
BGC0002237,dichlorodiaporthin,skip_element,skip_element,heteroatom,halogenation,1
BGC0002592,geodin,skip_element,skip_element,heteroatom,halogenation,1
BGC0002812,Colletochlorin A,skip_element,skip_element,heteroatom,halogenation,1
BGC0002867,chlorogeumsanol B,skip_element,skip_element,heteroatom,halogenation,1
BGC0002887,radicicol,skip_element,skip_element,heteroatom,halogenation,1
BGC0002998,ilicicolinal,skip_element,skip_element,heteroatom,halogenation,1
BGC0003018,sclerotiorin,skip_element,skip_element,heteroatom,halogenation,1
BGC0001030,ochratoxin A,skip_element,skip_element,heteroatom,N_incorporation|halogenation,2
BGC0002598,ochratoxin A,skip_element,skip_element,heteroatom,N_incorporation|halogenation,2
BGC0002605,ochratoxin A,skip_element,skip_element,heteroatom,N_incorporation|halogenation,2
BGC0002606,ochratoxin A,skip_element,skip_element,heteroatom,N_incorporation|halogenation,2
BGC0002607,ochratoxin A,skip_element,skip_element,heteroatom,N_incorporation|halogenation,2
BGC0002608,ochratoxin A,skip_element,skip_element,heteroatom,N_incorporation|halogenation,2
BGC0002609,ochratoxin A,skip_element,skip_element,heteroatom,N_incorporation|halogenation,2
BGC0001360,mycophenolic acid,skip_element,skip_element,heteroatom,N_incorporation|S_incorporation|halogenation,3
